🧵 [Task 2] Started: 2024-01-02 to 2024-01-02
🧵 [Task 1] Started: 2024-01-01 to 2024-01-01
🧵 [Task 3] Started: 2024-01-03 to 2024-01-03
🧵 [Task 4] Started: 2024-01-04 to 2024-01-04
   ↳ [Task 2] Page 1 | Got 200 txs | Reached: 2024-01-02 00:23:45
   ↳ [Task 288] Page 39 | Got 200 txs | Reached: 2024-10-14 18:46:18
   ↳ [Task 291] Page 11 | Got 200 txs | Reached: 2024-10-17 04:14:51
   ↳ [Task 290] Page 23 | Got 200 txs | Reached: 2024-10-16 08:11:39
   ↳ [Task 289] Page 31 | Got 200 txs | Reached: 2024-10-15 15:22:39
   ↳ [Task 288] Page 40 | Got 200 txs | Reached: 2024-10-14 19:06:15
   ↳ [Task 291] Page 12 | Got 200 txs | Reached: 2024-10-17 04:42:33
   ↳ [Task 290] Page 24 | Got 200 txs | Reached: 2024-10-16 08:56:15
   ↳ [Task 289] Page 32 | Got 200 txs | Reached: 2024-10-15 15:43:06
   ↳ [Task 288] Page 41 | Got 200 txs | Reached: 2024-10-14 19:31:12
   ↳ [Task 291] Page 13 | Got 200 txs | Reached: 2024-10-17 05:14:45
   ↳ [Task 290] Page 25 | Got 200 txs | Reached: 2024-10-16 09:37:09
   ↳ [Task 289] Page 33 | Got 200 txs | Reached: 2024-10-15 16:04:27
   ↳ [Task 288] Page 42 | Got 200 txs | Reached: 2024-10-14 19:49:51
   ↳ [Task 291] Page 14 | Got 200 txs | Reached: 2024-10-17 05:57:57
   ↳ [Task 290] Page 26 | Got 200 txs | Reached: 2024-10-16 10:23:30
   ↳ [Task 289] Page 34 | Got 200 txs | Reached: 2024-10-15 16:22:21
   ↳ [Task 288] Page 43 | Got 200 txs | Reached: 2024-10-14 20:10:42
   ↳ [Task 291] Page 15 | Got 200 txs | Reached: 2024-10-17 06:46:21
   ↳ [Task 290] Page 27 | Got 200 txs | Reached: 2024-10-16 11:11:42
   ↳ [Task 289] Page 35 | Got 200 txs | Reached: 2024-10-15 16:42:21
   ↳ [Task 288] Page 44 | Got 200 txs | Reached: 2024-10-14 20:30:42
   ↳ [Task 291] Page 16 | Got 200 txs | Reached: 2024-10-17 07:25:39
   ↳ [Task 290] Page 28 | Got 200 txs | Reached: 2024-10-16 11:55:39
   ↳ [Task 289] Page 36 | Got 200 txs | Reached: 2024-10-15 17:02:30
   ↳ [Task 288] Page 45 | Got 200 txs | Reached: 2024-10-14 20:47:18
   ↳ [Task 291] Page 17 | Got 200 txs | Reached: 2024-10-17 08:07:42
   ↳ [Task 290] Page 29 | Got 200 txs | Reached: 2024-10-16 12:34:48
   ↳ [Task 288] Page 46 | Got 200 txs | Reached: 2024-10-14 21:03:15
   ↳ [Task 289] Page 37 | Got 200 txs | Reached: 2024-10-15 17:26:39
   ↳ [Task 291] Page 18 | Got 200 txs | Reached: 2024-10-17 08:48:06
   ↳ [Task 290] Page 30 | Got 200 txs | Reached: 2024-10-16 13:11:00
   ↳ [Task 288] Page 47 | Got 200 txs | Reached: 2024-10-14 21:24:54
   ↳ [Task 289] Page 38 | Got 200 txs | Reached: 2024-10-15 17:48:39
   ↳ [Task 291] Page 19 | Got 200 txs | Reached: 2024-10-17 09:25:27
   ↳ [Task 288] Page 48 | Got 200 txs | Reached: 2024-10-14 21:44:12
   ↳ [Task 290] Page 31 | Got 200 txs | Reached: 2024-10-16 13:36:39
   ↳ [Task 289] Page 39 | Got 200 txs | Reached: 2024-10-15 18:10:48
   ↳ [Task 291] Page 20 | Got 200 txs | Reached: 2024-10-17 10:06:12
   ↳ [Task 288] Page 49 | Got 200 txs | Reached: 2024-10-14 21:59:42
   ↳ [Task 289] Page 40 | Got 200 txs | Reached: 2024-10-15 18:29:12
   ↳ [Task 290] Page 32 | Got 200 txs | Reached: 2024-10-16 13:57:24
   ↳ [Task 291] Page 21 | Got 200 txs | Reached: 2024-10-17 10:44:15
   ↳ [Task 288] Page 50 | Got 200 txs | Reached: 2024-10-14 22:19:12
   ↳ [Task 290] Page 33 | Got 200 txs | Reached: 2024-10-16 14:19:21
   ↳ [Task 291] Page 22 | Got 200 txs | Reached: 2024-10-17 11:28:42
   ↳ [Task 289] Page 41 | Got 200 txs | Reached: 2024-10-15 18:50:09
   ↳ [Task 288] Page 51 | Got 200 txs | Reached: 2024-10-14 22:37:42
   ↳ [Task 291] Page 23 | Got 200 txs | Reached: 2024-10-17 12:13:21
   ↳ [Task 290] Page 34 | Got 200 txs | Reached: 2024-10-16 14:45:57
   ↳ [Task 289] Page 42 | Got 200 txs | Reached: 2024-10-15 19:08:21
   ↳ [Task 288] Page 52 | Got 200 txs | Reached: 2024-10-14 22:51:57
   ↳ [Task 291] Page 24 | Got 200 txs | Reached: 2024-10-17 12:51:48
   ↳ [Task 290] Page 35 | Got 200 txs | Reached: 2024-10-16 15:04:24
   ↳ [Task 289] Page 43 | Got 200 txs | Reached: 2024-10-15 19:27:21
   ↳ [Task 288] Page 53 | Got 200 txs | Reached: 2024-10-14 23:09:30
   ↳ [Task 291] Page 25 | Got 200 txs | Reached: 2024-10-17 13:32:18
   ↳ [Task 290] Page 36 | Got 200 txs | Reached: 2024-10-16 15:24:57
   ↳ [Task 289] Page 44 | Got 200 txs | Reached: 2024-10-15 19:44:54
   ↳ [Task 291] Page 26 | Got 200 txs | Reached: 2024-10-17 14:03:33
   ↳ [Task 288] Page 54 | Got 200 txs | Reached: 2024-10-14 23:22:12
   ↳ [Task 290] Page 37 | Got 200 txs | Reached: 2024-10-16 15:46:30
   ↳ [Task 289] Page 45 | Got 200 txs | Reached: 2024-10-15 19:58:33
   ↳ [Task 288] Page 55 | Got 200 txs | Reached: 2024-10-14 23:44:24
   ↳ [Task 290] Page 38 | Got 200 txs | Reached: 2024-10-16 16:11:06
   ↳ [Task 291] Page 27 | Got 200 txs | Reached: 2024-10-17 14:26:09
   ↳ [Task 288] Page 56 | Got 158 txs | Reached: 2024-10-14 23:59:54
✅ [Task 288] Finished 2024-10-14! Collected 11158 txs.
🧵 [Task 292] Started: 2024-10-18 to 2024-10-18
   ↳ [Task 290] Page 39 | Got 200 txs | Reached: 2024-10-16 16:30:36
   ↳ [Task 291] Page 28 | Got 200 txs | Reached: 2024-10-17 14:48:27
   ↳ [Task 289] Page 46 | Got 200 txs | Reached: 2024-10-15 20:12:21
   ↳ [Task 292] Page 1 | Got 200 txs | Reached: 2024-10-18 00:19:15
   ↳ [Task 291] Page 29 | Got 200 txs | Reached: 2024-10-17 15:20:12
   ↳ [Task 289] Page 47 | Got 200 txs | Reached: 2024-10-15 20:28:21
   ↳ [Task 290] Page 40 | Got 200 txs | Reached: 2024-10-16 16:47:18
   ↳ [Task 292] Page 2 | Got 200 txs | Reached: 2024-10-18 00:35:27
   ↳ [Task 291] Page 30 | Got 200 txs | Reached: 2024-10-17 15:43:21
   ↳ [Task 289] Page 48 | Got 200 txs | Reached: 2024-10-15 20:44:12
   ↳ [Task 290] Page 41 | Got 200 txs | Reached: 2024-10-16 17:05:03
   ↳ [Task 291] Page 31 | Got 200 txs | Reached: 2024-10-17 16:05:21
   ↳ [Task 292] Page 3 | Got 200 txs | Reached: 2024-10-18 00:58:03
   ↳ [Task 290] Page 42 | Got 200 txs | Reached: 2024-10-16 17:25:00
   ↳ [Task 289] Page 49 | Got 200 txs | Reached: 2024-10-15 20:58:12
   ↳ [Task 291] Page 32 | Got 200 txs | Reached: 2024-10-17 16:30:39
   ↳ [Task 292] Page 4 | Got 200 txs | Reached: 2024-10-18 01:20:33
   ↳ [Task 290] Page 43 | Got 200 txs | Reached: 2024-10-16 17:44:12
   ↳ [Task 289] Page 50 | Got 200 txs | Reached: 2024-10-15 21:14:48
   ↳ [Task 289] Page 51 | Got 200 txs | Reached: 2024-10-15 21:35:39
   ↳ [Task 291] Page 33 | Got 200 txs | Reached: 2024-10-17 16:49:00
   ↳ [Task 292] Page 5 | Got 200 txs | Reached: 2024-10-18 01:44:27
   ↳ [Task 290] Page 44 | Got 200 txs | Reached: 2024-10-16 18:02:42
   ↳ [Task 292] Page 6 | Got 200 txs | Reached: 2024-10-18 02:08:57
   ↳ [Task 289] Page 52 | Got 200 txs | Reached: 2024-10-15 21:54:33
   ↳ [Task 290] Page 45 | Got 200 txs | Reached: 2024-10-16 18:24:33
   ↳ [Task 291] Page 34 | Got 200 txs | Reached: 2024-10-17 16:59:39
   ↳ [Task 289] Page 53 | Got 200 txs | Reached: 2024-10-15 22:14:21
   ↳ [Task 292] Page 7 | Got 200 txs | Reached: 2024-10-18 02:32:21
   ↳ [Task 291] Page 35 | Got 200 txs | Reached: 2024-10-17 17:11:39
   ↳ [Task 290] Page 46 | Got 200 txs | Reached: 2024-10-16 18:47:03
   ↳ [Task 289] Page 54 | Got 200 txs | Reached: 2024-10-15 22:33:54
   ↳ [Task 292] Page 8 | Got 200 txs | Reached: 2024-10-18 02:56:51
   ↳ [Task 291] Page 36 | Got 200 txs | Reached: 2024-10-17 17:21:06
   ↳ [Task 290] Page 47 | Got 200 txs | Reached: 2024-10-16 19:08:54
   ↳ [Task 289] Page 55 | Got 200 txs | Reached: 2024-10-15 22:43:33
   ↳ [Task 292] Page 9 | Got 200 txs | Reached: 2024-10-18 03:26:09
   ↳ [Task 290] Page 48 | Got 200 txs | Reached: 2024-10-16 19:31:45
   ↳ [Task 291] Page 37 | Got 200 txs | Reached: 2024-10-17 17:31:03
   ↳ [Task 289] Page 56 | Got 200 txs | Reached: 2024-10-15 22:54:18
   ↳ [Task 292] Page 10 | Got 200 txs | Reached: 2024-10-18 03:54:15
   ↳ [Task 291] Page 38 | Got 200 txs | Reached: 2024-10-17 17:38:33
   ↳ [Task 290] Page 49 | Got 200 txs | Reached: 2024-10-16 19:51:00
   ↳ [Task 289] Page 57 | Got 200 txs | Reached: 2024-10-15 23:10:27
   ↳ [Task 292] Page 11 | Got 200 txs | Reached: 2024-10-18 04:24:42
   ↳ [Task 291] Page 39 | Got 200 txs | Reached: 2024-10-17 17:46:48
   ↳ [Task 290] Page 50 | Got 200 txs | Reached: 2024-10-16 20:12:12
   ↳ [Task 289] Page 58 | Got 200 txs | Reached: 2024-10-15 23:24:24
   ↳ [Task 292] Page 12 | Got 200 txs | Reached: 2024-10-18 04:53:15
   ↳ [Task 291] Page 40 | Got 200 txs | Reached: 2024-10-17 17:57:33
   ↳ [Task 290] Page 51 | Got 200 txs | Reached: 2024-10-16 20:33:18
   ↳ [Task 289] Page 59 | Got 200 txs | Reached: 2024-10-15 23:41:36
   ↳ [Task 292] Page 13 | Got 200 txs | Reached: 2024-10-18 05:28:18
   ↳ [Task 291] Page 41 | Got 200 txs | Reached: 2024-10-17 18:16:18
   ↳ [Task 290] Page 52 | Got 200 txs | Reached: 2024-10-16 20:52:15
   ↳ [Task 289] Page 60 | Got 200 txs | Reached: 2024-10-15 23:58:24
   ↳ [Task 292] Page 14 | Got 200 txs | Reached: 2024-10-18 06:13:24
   ↳ [Task 291] Page 42 | Got 200 txs | Reached: 2024-10-17 18:35:21
   ↳ [Task 290] Page 53 | Got 200 txs | Reached: 2024-10-16 21:04:18
   ↳ [Task 289] Page 61 | Got 200 txs | Reached: 2024-10-15 23:59:12
   ↳ [Task 291] Page 43 | Got 200 txs | Reached: 2024-10-17 18:54:39
   ↳ [Task 292] Page 15 | Got 200 txs | Reached: 2024-10-18 07:03:09
   ↳ [Task 289] Page 62 | Got 8 txs | Reached: 2024-10-15 23:59:54
✅ [Task 289] Finished 2024-10-15! Collected 12208 txs.
🧵 [Task 293] Started: 2024-10-19 to 2024-10-19
   ↳ [Task 290] Page 54 | Got 200 txs | Reached: 2024-10-16 21:22:33
   ↳ [Task 293] Page 1 | Got 200 txs | Reached: 2024-10-19 00:18:33
   ↳ [Task 291] Page 44 | Got 200 txs | Reached: 2024-10-17 19:15:48
   ↳ [Task 292] Page 16 | Got 200 txs | Reached: 2024-10-18 07:49:36
   ↳ [Task 290] Page 55 | Got 200 txs | Reached: 2024-10-16 21:40:54
   ↳ [Task 293] Page 2 | Got 200 txs | Reached: 2024-10-19 00:36:06
   ↳ [Task 292] Page 17 | Got 200 txs | Reached: 2024-10-18 08:38:39
   ↳ [Task 291] Page 45 | Got 200 txs | Reached: 2024-10-17 19:34:21
   ↳ [Task 290] Page 56 | Got 200 txs | Reached: 2024-10-16 21:55:45
   ↳ [Task 293] Page 3 | Got 200 txs | Reached: 2024-10-19 00:56:57
   ↳ [Task 291] Page 46 | Got 200 txs | Reached: 2024-10-17 19:48:30
   ↳ [Task 292] Page 18 | Got 200 txs | Reached: 2024-10-18 09:29:24
   ↳ [Task 290] Page 57 | Got 200 txs | Reached: 2024-10-16 22:10:21
   ↳ [Task 292] Page 19 | Got 200 txs | Reached: 2024-10-18 10:37:18
   ↳ [Task 293] Page 4 | Got 200 txs | Reached: 2024-10-19 01:16:21
   ↳ [Task 291] Page 47 | Got 200 txs | Reached: 2024-10-17 19:55:03
   ↳ [Task 290] Page 58 | Got 200 txs | Reached: 2024-10-16 22:24:45
   ↳ [Task 292] Page 20 | Got 200 txs | Reached: 2024-10-18 11:32:39
   ↳ [Task 293] Page 5 | Got 200 txs | Reached: 2024-10-19 01:34:45
   ↳ [Task 291] Page 48 | Got 200 txs | Reached: 2024-10-17 20:09:12
   ↳ [Task 290] Page 59 | Got 200 txs | Reached: 2024-10-16 22:38:45
   ↳ [Task 292] Page 21 | Got 200 txs | Reached: 2024-10-18 12:19:42
   ↳ [Task 293] Page 6 | Got 200 txs | Reached: 2024-10-19 01:55:42
   ↳ [Task 291] Page 49 | Got 200 txs | Reached: 2024-10-17 20:21:21
   ↳ [Task 290] Page 60 | Got 200 txs | Reached: 2024-10-16 22:52:27
   ↳ [Task 292] Page 22 | Got 200 txs | Reached: 2024-10-18 12:55:21
   ↳ [Task 291] Page 50 | Got 200 txs | Reached: 2024-10-17 20:42:03
   ↳ [Task 293] Page 7 | Got 200 txs | Reached: 2024-10-19 02:18:42
   ↳ [Task 290] Page 61 | Got 200 txs | Reached: 2024-10-16 23:07:33
   ↳ [Task 292] Page 23 | Got 200 txs | Reached: 2024-10-18 13:33:15
   ↳ [Task 290] Page 62 | Got 200 txs | Reached: 2024-10-16 23:22:39
   ↳ [Task 293] Page 8 | Got 200 txs | Reached: 2024-10-19 02:44:39
   ↳ [Task 291] Page 51 | Got 200 txs | Reached: 2024-10-17 21:00:03
   ↳ [Task 291] Page 52 | Got 200 txs | Reached: 2024-10-17 21:18:09
   ↳ [Task 292] Page 24 | Got 200 txs | Reached: 2024-10-18 14:05:09
   ↳ [Task 293] Page 9 | Got 200 txs | Reached: 2024-10-19 03:09:24
   ↳ [Task 290] Page 63 | Got 200 txs | Reached: 2024-10-16 23:41:42
   ↳ [Task 291] Page 53 | Got 200 txs | Reached: 2024-10-17 21:35:09
   ↳ [Task 293] Page 10 | Got 200 txs | Reached: 2024-10-19 03:35:36
   ↳ [Task 292] Page 25 | Got 200 txs | Reached: 2024-10-18 14:22:42
   ↳ [Task 290] Page 64 | Got 200 txs | Reached: 2024-10-16 23:58:27
   ↳ [Task 290] Page 65 | Got 23 txs | Reached: 2024-10-16 23:59:57
✅ [Task 290] Finished 2024-10-16! Collected 12823 txs.
🧵 [Task 294] Started: 2024-10-20 to 2024-10-20
   ↳ [Task 292] Page 26 | Got 200 txs | Reached: 2024-10-18 14:49:03
   ↳ [Task 291] Page 54 | Got 200 txs | Reached: 2024-10-17 21:50:18
   ↳ [Task 293] Page 11 | Got 200 txs | Reached: 2024-10-19 03:49:51
   ↳ [Task 294] Page 1 | Got 200 txs | Reached: 2024-10-20 00:21:45
   ↳ [Task 292] Page 27 | Got 200 txs | Reached: 2024-10-18 15:15:30
   ↳ [Task 291] Page 55 | Got 200 txs | Reached: 2024-10-17 22:07:12
   ↳ [Task 293] Page 12 | Got 200 txs | Reached: 2024-10-19 04:15:54
   ↳ [Task 294] Page 2 | Got 200 txs | Reached: 2024-10-20 00:43:24
   ↳ [Task 292] Page 28 | Got 200 txs | Reached: 2024-10-18 15:44:21
   ↳ [Task 291] Page 56 | Got 200 txs | Reached: 2024-10-17 22:23:36
   ↳ [Task 293] Page 13 | Got 200 txs | Reached: 2024-10-19 04:48:54
   ↳ [Task 294] Page 3 | Got 200 txs | Reached: 2024-10-20 01:07:12
   ↳ [Task 291] Page 57 | Got 200 txs | Reached: 2024-10-17 22:41:42
   ↳ [Task 292] Page 29 | Got 200 txs | Reached: 2024-10-18 16:12:36
   ↳ [Task 293] Page 14 | Got 200 txs | Reached: 2024-10-19 05:24:33
   ↳ [Task 294] Page 4 | Got 200 txs | Reached: 2024-10-20 01:35:30
   ↳ [Task 292] Page 30 | Got 200 txs | Reached: 2024-10-18 16:35:27
   ↳ [Task 291] Page 58 | Got 200 txs | Reached: 2024-10-17 22:57:42
   ↳ [Task 293] Page 15 | Got 200 txs | Reached: 2024-10-19 06:10:45
   ↳ [Task 294] Page 5 | Got 200 txs | Reached: 2024-10-20 02:03:18
   ↳ [Task 291] Page 59 | Got 200 txs | Reached: 2024-10-17 23:05:03
   ↳ [Task 292] Page 31 | Got 200 txs | Reached: 2024-10-18 17:03:27
   ↳ [Task 293] Page 16 | Got 200 txs | Reached: 2024-10-19 07:05:39
   ↳ [Task 294] Page 6 | Got 200 txs | Reached: 2024-10-20 02:31:18
   ↳ [Task 291] Page 60 | Got 200 txs | Reached: 2024-10-17 23:17:00
   ↳ [Task 292] Page 32 | Got 200 txs | Reached: 2024-10-18 17:26:30
   ↳ [Task 293] Page 17 | Got 200 txs | Reached: 2024-10-19 07:42:27
   ↳ [Task 294] Page 7 | Got 200 txs | Reached: 2024-10-20 02:58:39
   ↳ [Task 291] Page 61 | Got 200 txs | Reached: 2024-10-17 23:36:03
   ↳ [Task 292] Page 33 | Got 200 txs | Reached: 2024-10-18 17:49:12
   ↳ [Task 293] Page 18 | Got 200 txs | Reached: 2024-10-19 08:39:15
   ↳ [Task 294] Page 8 | Got 200 txs | Reached: 2024-10-20 03:28:06
   ↳ [Task 291] Page 62 | Got 200 txs | Reached: 2024-10-17 23:53:57
   ↳ [Task 293] Page 19 | Got 200 txs | Reached: 2024-10-19 09:42:09
   ↳ [Task 292] Page 34 | Got 200 txs | Reached: 2024-10-18 18:05:27
   ↳ [Task 294] Page 9 | Got 200 txs | Reached: 2024-10-20 04:00:54
   ↳ [Task 291] Page 63 | Got 62 txs | Reached: 2024-10-17 23:59:27
✅ [Task 291] Finished 2024-10-17! Collected 12462 txs.
🧵 [Task 295] Started: 2024-10-21 to 2024-10-21
   ↳ [Task 293] Page 20 | Got 200 txs | Reached: 2024-10-19 10:19:57
   ↳ [Task 295] Page 1 | Got 200 txs | Reached: 2024-10-21 00:20:06
   ↳ [Task 292] Page 35 | Got 200 txs | Reached: 2024-10-18 18:22:00
   ↳ [Task 294] Page 10 | Got 200 txs | Reached: 2024-10-20 04:37:57
   ↳ [Task 293] Page 21 | Got 200 txs | Reached: 2024-10-19 11:15:39
   ↳ [Task 295] Page 2 | Got 200 txs | Reached: 2024-10-21 00:45:00
   ↳ [Task 292] Page 36 | Got 200 txs | Reached: 2024-10-18 18:41:12
   ↳ [Task 294] Page 11 | Got 200 txs | Reached: 2024-10-20 05:18:54
   ↳ [Task 293] Page 22 | Got 200 txs | Reached: 2024-10-19 12:08:39
   ↳ [Task 295] Page 3 | Got 200 txs | Reached: 2024-10-21 01:07:36
   ↳ [Task 292] Page 37 | Got 200 txs | Reached: 2024-10-18 19:07:03
   ↳ [Task 294] Page 12 | Got 200 txs | Reached: 2024-10-20 06:07:48
   ↳ [Task 293] Page 23 | Got 200 txs | Reached: 2024-10-19 12:48:42
   ↳ [Task 295] Page 4 | Got 200 txs | Reached: 2024-10-21 01:30:15
   ↳ [Task 292] Page 38 | Got 200 txs | Reached: 2024-10-18 19:29:45
   ↳ [Task 294] Page 13 | Got 200 txs | Reached: 2024-10-20 06:57:27
   ↳ [Task 293] Page 24 | Got 200 txs | Reached: 2024-10-19 13:25:57
   ↳ [Task 295] Page 5 | Got 200 txs | Reached: 2024-10-21 01:52:21
   ↳ [Task 292] Page 39 | Got 200 txs | Reached: 2024-10-18 19:51:00
   ↳ [Task 294] Page 14 | Got 200 txs | Reached: 2024-10-20 07:49:09
   ↳ [Task 293] Page 25 | Got 200 txs | Reached: 2024-10-19 14:03:51
   ↳ [Task 295] Page 6 | Got 200 txs | Reached: 2024-10-21 02:16:39
   ↳ [Task 294] Page 15 | Got 200 txs | Reached: 2024-10-20 08:56:54
   ↳ [Task 292] Page 40 | Got 200 txs | Reached: 2024-10-18 20:00:06
   ↳ [Task 293] Page 26 | Got 200 txs | Reached: 2024-10-19 14:38:12
   ↳ [Task 295] Page 7 | Got 200 txs | Reached: 2024-10-21 02:41:27
   ↳ [Task 294] Page 16 | Got 200 txs | Reached: 2024-10-20 10:03:57
   ↳ [Task 292] Page 41 | Got 200 txs | Reached: 2024-10-18 20:07:42
   ↳ [Task 295] Page 8 | Got 200 txs | Reached: 2024-10-21 03:08:15
   ↳ [Task 294] Page 17 | Got 200 txs | Reached: 2024-10-20 11:13:39
   ↳ [Task 293] Page 27 | Got 200 txs | Reached: 2024-10-19 15:06:09
   ↳ [Task 292] Page 42 | Got 200 txs | Reached: 2024-10-18 20:27:36
   ↳ [Task 295] Page 9 | Got 200 txs | Reached: 2024-10-21 03:35:36
   ↳ [Task 294] Page 18 | Got 200 txs | Reached: 2024-10-20 12:12:21
   ↳ [Task 293] Page 28 | Got 200 txs | Reached: 2024-10-19 15:33:12
   ↳ [Task 292] Page 43 | Got 200 txs | Reached: 2024-10-18 20:48:03
   ↳ [Task 295] Page 10 | Got 200 txs | Reached: 2024-10-21 04:04:54
   ↳ [Task 294] Page 19 | Got 200 txs | Reached: 2024-10-20 13:05:09
   ↳ [Task 293] Page 29 | Got 200 txs | Reached: 2024-10-19 16:00:12
   ↳ [Task 292] Page 44 | Got 200 txs | Reached: 2024-10-18 21:10:36
   ↳ [Task 295] Page 11 | Got 200 txs | Reached: 2024-10-21 04:37:15
   ↳ [Task 294] Page 20 | Got 200 txs | Reached: 2024-10-20 13:44:12
   ↳ [Task 293] Page 30 | Got 200 txs | Reached: 2024-10-19 16:27:12
   ↳ [Task 292] Page 45 | Got 200 txs | Reached: 2024-10-18 21:27:39
   ↳ [Task 295] Page 12 | Got 200 txs | Reached: 2024-10-21 05:04:12
   ↳ [Task 294] Page 21 | Got 200 txs | Reached: 2024-10-20 14:22:12
   ↳ [Task 293] Page 31 | Got 200 txs | Reached: 2024-10-19 16:52:15
   ↳ [Task 292] Page 46 | Got 200 txs | Reached: 2024-10-18 21:45:45
   ↳ [Task 295] Page 13 | Got 200 txs | Reached: 2024-10-21 05:36:57
   ↳ [Task 292] Page 47 | Got 200 txs | Reached: 2024-10-18 22:02:09
   ↳ [Task 293] Page 32 | Got 200 txs | Reached: 2024-10-19 17:14:30
   ↳ [Task 294] Page 22 | Got 200 txs | Reached: 2024-10-20 14:56:27
   ↳ [Task 293] Page 33 | Got 200 txs | Reached: 2024-10-19 17:37:51
   ↳ [Task 292] Page 48 | Got 200 txs | Reached: 2024-10-18 22:21:21
   ↳ [Task 295] Page 14 | Got 200 txs | Reached: 2024-10-21 06:14:18
   ↳ [Task 294] Page 23 | Got 200 txs | Reached: 2024-10-20 15:23:21
   ↳ [Task 292] Page 49 | Got 200 txs | Reached: 2024-10-18 22:37:24
   ↳ [Task 293] Page 34 | Got 200 txs | Reached: 2024-10-19 18:01:09
   ↳ [Task 295] Page 15 | Got 200 txs | Reached: 2024-10-21 06:56:36
   ↳ [Task 294] Page 24 | Got 200 txs | Reached: 2024-10-20 15:51:03
   ↳ [Task 295] Page 16 | Got 200 txs | Reached: 2024-10-21 07:39:36
   ↳ [Task 293] Page 35 | Got 200 txs | Reached: 2024-10-19 18:24:21
   ↳ [Task 292] Page 50 | Got 200 txs | Reached: 2024-10-18 22:57:24
   ↳ [Task 294] Page 25 | Got 200 txs | Reached: 2024-10-20 16:22:09
   ↳ [Task 295] Page 17 | Got 200 txs | Reached: 2024-10-21 08:28:09
   ↳ [Task 292] Page 51 | Got 200 txs | Reached: 2024-10-18 23:16:18
   ↳ [Task 293] Page 36 | Got 200 txs | Reached: 2024-10-19 18:48:00
   ↳ [Task 294] Page 26 | Got 200 txs | Reached: 2024-10-20 16:48:03
   ↳ [Task 295] Page 18 | Got 200 txs | Reached: 2024-10-21 09:20:09
   ↳ [Task 292] Page 52 | Got 200 txs | Reached: 2024-10-18 23:34:33
   ↳ [Task 293] Page 37 | Got 200 txs | Reached: 2024-10-19 19:11:12
   ↳ [Task 294] Page 27 | Got 200 txs | Reached: 2024-10-20 17:14:30
   ↳ [Task 295] Page 19 | Got 200 txs | Reached: 2024-10-21 10:23:27
   ↳ [Task 292] Page 53 | Got 200 txs | Reached: 2024-10-18 23:53:18
   ↳ [Task 293] Page 38 | Got 200 txs | Reached: 2024-10-19 19:33:21
   ↳ [Task 294] Page 28 | Got 200 txs | Reached: 2024-10-20 17:36:54
   ↳ [Task 292] Page 54 | Got 71 txs | Reached: 2024-10-18 23:59:57
✅ [Task 292] Finished 2024-10-18! Collected 10671 txs.
🧵 [Task 296] Started: 2024-10-22 to 2024-10-22
   ↳ [Task 295] Page 20 | Got 200 txs | Reached: 2024-10-21 11:09:24
   ↳ [Task 293] Page 39 | Got 200 txs | Reached: 2024-10-19 19:55:21
   ↳ [Task 294] Page 29 | Got 200 txs | Reached: 2024-10-20 17:59:00
   ↳ [Task 296] Page 1 | Got 200 txs | Reached: 2024-10-22 00:16:18
   ↳ [Task 295] Page 21 | Got 200 txs | Reached: 2024-10-21 11:56:27
   ↳ [Task 294] Page 30 | Got 200 txs | Reached: 2024-10-20 18:22:51
   ↳ [Task 293] Page 40 | Got 200 txs | Reached: 2024-10-19 20:17:30
   ↳ [Task 295] Page 22 | Got 200 txs | Reached: 2024-10-21 12:34:51
   ↳ [Task 296] Page 2 | Got 200 txs | Reached: 2024-10-22 00:36:24
   ↳ [Task 293] Page 41 | Got 200 txs | Reached: 2024-10-19 20:40:12
   ↳ [Task 294] Page 31 | Got 200 txs | Reached: 2024-10-20 18:44:12
   ↳ [Task 296] Page 3 | Got 200 txs | Reached: 2024-10-22 00:56:33
   ↳ [Task 295] Page 23 | Got 200 txs | Reached: 2024-10-21 13:14:15
   ↳ [Task 293] Page 42 | Got 200 txs | Reached: 2024-10-19 20:59:27
   ↳ [Task 294] Page 32 | Got 200 txs | Reached: 2024-10-20 19:10:03
   ↳ [Task 296] Page 4 | Got 200 txs | Reached: 2024-10-22 01:11:27
   ↳ [Task 295] Page 24 | Got 200 txs | Reached: 2024-10-21 13:49:39
   ↳ [Task 293] Page 43 | Got 200 txs | Reached: 2024-10-19 21:23:21
   ↳ [Task 294] Page 33 | Got 200 txs | Reached: 2024-10-20 19:35:03
   ↳ [Task 296] Page 5 | Got 200 txs | Reached: 2024-10-22 01:30:24
   ↳ [Task 295] Page 25 | Got 200 txs | Reached: 2024-10-21 14:15:39
   ↳ [Task 293] Page 44 | Got 200 txs | Reached: 2024-10-19 21:45:15
   ↳ [Task 294] Page 34 | Got 200 txs | Reached: 2024-10-20 20:02:27
   ↳ [Task 296] Page 6 | Got 200 txs | Reached: 2024-10-22 01:53:24
   ↳ [Task 295] Page 26 | Got 200 txs | Reached: 2024-10-21 14:39:39
   ↳ [Task 293] Page 45 | Got 200 txs | Reached: 2024-10-19 22:07:21
   ↳ [Task 294] Page 35 | Got 200 txs | Reached: 2024-10-20 20:28:45
   ↳ [Task 296] Page 7 | Got 200 txs | Reached: 2024-10-22 02:15:06
   ↳ [Task 293] Page 46 | Got 200 txs | Reached: 2024-10-19 22:28:36
